"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2277","should print web page title","My Login application","Tue Oct 21 23:42:30 GMT+03:00 2025","passed","Tue Oct 21 23:42:32 GMT+03:00 2025","","","",""
